,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,cluster
5221,spotify:track:65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,"spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Skrillex, Kendrick Lamar",spotify:album:1X4aaOIXvs6gWtQZQpln4V,HUMBLE. (SKRILLEX REMIX),"spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Skrillex, Kendrick Lamar",2017-09-29,https://i.scdn.co/image/ab67616d0000b273bd01ceabd584855b2edd838d,1,1,156800,https://p.scdn.co/mp3-preview/f63f0e3a387c0fe676200dcd7c9dfeb754a89434?cid=9950ac751e34487dbbe027c4fd7f8e99,True,73,USUM71710562,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"brostep,complextro,edm,electro,pop dance,conscious hip hop,hip hop,rap,west coast rap",0.901,0.934,11.0,-2.345,1.0,0.273,0.00794,7.68e-05,0.194,0.868,150.037,4.0,,Aftermath,"C © 2017 Aftermath/Interscope (Top Dawg Entertainment), P ℗ 2017 Aftermath/Interscope (Top Dawg Entertainment)",1
5240,spotify:track:3AeicLnm55RqcXGBKYQolM,King,spotify:artist:5vBSrE1xujD2FXYRarbAXc,Years & Years,spotify:album:0bWYlK9rRmIB68icHx9PNR,Communion (Deluxe),spotify:artist:5vBSrE1xujD2FXYRarbAXc,Years & Years,2015-07-10,https://i.scdn.co/image/ab67616d0000b273b84e077bb3f2e36adbdeb6d4,1,8,215360,https://p.scdn.co/mp3-preview/ec290c814455a3dd06316c8465fab9c1a12a6e7f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,GBUM71406892,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"gauze pop,pop,uk pop",0.56,0.857,4.0,-4.145,0.0,0.0384,0.0594,0.0,0.381,0.432,119.975,4.0,,Polydor Records,"C © 2016 Polydor Ltd. (UK), P ℗ 2016 Polydor Ltd. (UK)",2
5242,spotify:track:77ZdAoTHYoF6Umo76HFD4m,The Fighter (feat. Ryan Tedder),spotify:artist:4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,spotify:album:2mumCpGmuE9iDeOvMx6XrB,The Papercut Chronicles II,spotify:artist:4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,2011-11-11,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,1,10,228533,https://p.scdn.co/mp3-preview/75a4b46693cce899233dd81dc647b6eb30266731?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USAT21102798,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop rap",0.592,0.926,7.0,-3.469,1.0,0.126,0.0775,0.0,0.187,0.432,99.018,4.0,,Decaydance/Fueled By Ramen,"C © 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States.",2
5244,spotify:track:5b2bu6yyATC1zMXDGScJ2d,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:64M6ah0SkkRsnPGtGiRAbb, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",spotify:album:3UEEPh5wsdhP7SKC31yvhu,Listen (Deluxe),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2014-11-24,https://i.scdn.co/image/ab67616d0000b27322f21ef4e9da48c31170a418,1,10,192560,https://p.scdn.co/mp3-preview/bfdf41e3d62f4be205ae8438a6bf6048909dae9a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,GB28K1400058,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance,big room,dance pop,dutch house,edm,electro house,pop dance,progressive electro house,dance pop,pop,hip pop,pop,queens hip hop,rap",0.596,0.73,9.0,-4.091,1.0,0.151,0.24,0.0,0.325,0.525,85.979,4.0,,Atlantic/Parlophone,"C © 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved., P ℗ 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",1
5247,spotify:track:6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2017-03-03,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,1,2,261153,https://p.scdn.co/mp3-preview/f3cb6f2e07da189bbace23509fd9c03d63949292?cid=9950ac751e34487dbbe027c4fd7f8e99,False,83,GBAHS1600462,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,singer-songwriter pop,uk pop",0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4.0,,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company.",2
5253,spotify:track:3SawmGBjjq8EOYZJV11cJm,Only Wanna Be With You - Pokémon 25 Version,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,spotify:album:2xZhidR4y5OPpCRYF09XB4,Only Wanna Be With You (Pokémon 25 Version),spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,2021-02-25,https://i.scdn.co/image/ab67616d0000b273d06b152b24e9357e81c460fe,1,1,241360,https://p.scdn.co/mp3-preview/d53e1d76e06f7cab6522ba028486cdac9190a2d6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USUM72102513,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dfw rap,melodic rap,pop,rap",0.47,0.709,7.0,-4.563,1.0,0.0299,0.00124,0.00121,0.302,0.247,98.036,4.0,,Republic Records,"C © 2021 Republic Records, a division of UMG Recordings, Inc., P ℗ 2021 Republic Records, a division of UMG Recordings, Inc.",2
5255,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2014-01-01,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,1,2,231826,https://p.scdn.co/mp3-preview/a4930adb3f973bf4b162940844b8ccc46277dc16?cid=9950ac751e34487dbbe027c4fd7f8e99,False,92,USCJY1431309,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,4.0,,"Big Machine Records, LLC","C © 2014 Apollo A-1 LLC, P ℗ 2014 Apollo A-1 LLC",1
5258,spotify:track:7FFl1IHSsPWsfUCladsCl9,Stay the Night,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,James Blunt,spotify:album:5b6T7m3DbNlWTwnaiuic2W,Some Kind of Trouble (Deluxe Edition),spotify:artist:7KMqksf0UMdyA0UCf4R3ux,James Blunt,2010-11-08,https://i.scdn.co/image/ab67616d0000b273bbbb9c1089c641a3d7c81bd8,1,1,216333,https://p.scdn.co/mp3-preview/0f3f54258aacffe0b4969c50403c10d4ce2def9f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,USAT21002186,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,pop rock",0.528,0.886,11.0,-6.249,0.0,0.0329,0.0159,0.0,0.0758,0.8,96.001,4.0,,Custard/Atlantic,"C © 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",1
5264,spotify:track:5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),"spotify:artist:7jZM5w05mGhw6wTB1okhD9, spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7","ATB, Topic, A7S",spotify:album:7F9yYqHRtIZnEGF2tANI4b,Your Love (9PM),"spotify:artist:7jZM5w05mGhw6wTB1okhD9, spotify:artist:0u6GtibW46tFX7koQ6uNJZ, spotify:artist:5Wg2b4Mp42gicxEeDNawf7","ATB, Topic, A7S",2021-01-15,https://i.scdn.co/image/ab67616d0000b273f1462ebfec5f96421f44dcd3,1,1,150052,https://p.scdn.co/mp3-preview/c9bf73af2e81f0c8e8190a2de378cc8e9aa1dd29?cid=9950ac751e34487dbbe027c4fd7f8e99,False,81,DECE72003523,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"german dance,german techno,german trance,trance,german dance,pop dance,pop edm,uk dance,pop dance,scandipop,uk dance",0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,4.0,,Virgin,"C © 2021 ATB x Topic x A7S, under exclusive license to Universal Music GmbH, P ℗ 2021 ATB x Topic x A7S, under exclusive license to Universal Music GmbH",1
5270,spotify:track:4NTWZqvfQTlOMitlVn6tew,The Show Goes On,spotify:artist:01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,spotify:album:1j0apvEvaWbTmlZpKsfr2D,Lasers,spotify:artist:01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,2011-03-04,https://i.scdn.co/image/ab67616d0000b27320cac893b7a494f729128dac,1,6,239613,https://p.scdn.co/mp3-preview/82ecf0570b5ba506be317be1cb78cf7717348abd?cid=9950ac751e34487dbbe027c4fd7f8e99,True,74,USAT21002369,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"chicago rap,conscious hip hop,hip hop,political hip hop,pop rap,rap,southern hip hop",0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,4.0,,1st & 15th/Atlantic,"C © 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",2
5273,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:album:0h5MuD9O9o1VoN07mQmwMQ,Super Freaky Girl,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,2022-08-12,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,1,1,170977,https://p.scdn.co/mp3-preview/cc54a94a06d0a1718fc56ab89f66a7dd7130fa2e?cid=9950ac751e34487dbbe027c4fd7f8e99,True,80,USUM72215262,spotify:user:bradnumber1,2022-08-31T00:26:58Z,"hip pop,pop,queens hip hop,rap",0.95,0.891,2.0,-2.653,1.0,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4.0,,Republic Records,"C © 2022 Republic Records, a division of UMG Recordings, Inc., P ℗ 2022 Republic Records, a division of UMG Recordings, Inc.",1
5280,spotify:track:46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,spotify:album:7EvlnQaVuUuFLIeSuE6nRq,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2016-05-13,https://i.scdn.co/image/ab67616d0000b273c052c52bc0218b778ca136f5,1,1,207272,https://p.scdn.co/mp3-preview/921a8000e87b94b6c4a82f957ef862544cc79598?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,GB28K1500141,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance",0.367,0.915,9.0,-3.456,0.0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,4.0,,Parlophone (France),"C © 2016 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company, P ℗ 2016 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company",2
5291,spotify:track:3ylFvJfARlPKxGWAJv6Bvf,Hey Everybody!,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:43v9cUsP5K0hvu9iyuAzmZ,Sounds Good Feels Good (Deluxe),spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2015-10-23,https://i.scdn.co/image/ab67616d0000b273a7cb3e00ac2f3a1bf8679fef,1,3,196937,https://p.scdn.co/mp3-preview/93b3bb52babf540b104441dc9963087b0c11e3b9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,GBUM71505172,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.753,0.803,9.0,-3.737,1.0,0.0316,0.000938,0.0,0.101,0.853,126.017,4.0,,Capitol,"C © 2015 One Mode Productions Limited, under exclusive licence to Universal Music Operations Limited, P ℗ 2015 One Mode Productions Limited, under exclusive licence to Universal Music Operations Limited",1
5292,spotify:track:1jF7IL57ayN4Ity3jQqGu0,Try,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,spotify:album:2Q9oTK48eb85waX1fFJsvj,The Truth About Love,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,2012-09-18,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,1,3,247906,https://p.scdn.co/mp3-preview/5307933144e41502ac08e9227194a12d418e2c28?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,USRC11200785,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.0,0.0944,0.552,103.998,4.0,,RCA Records Label,"P (P) 2012 RCA Records, a division of Sony Music Entertainment",1
5296,spotify:track:7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,spotify:album:0V7c0hnrLUFJyHNtjiAT2E,Montevallo,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,2014-10-27,https://i.scdn.co/image/ab67616d0000b2739e6b694939f7495f67a0de33,1,4,229880,https://p.scdn.co/mp3-preview/af7f03e3ec216e4f8768869ea5dc1b8f79f4f82f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,72,USUM71411195,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"contemporary country,country,country pop",0.579,0.776,8.0,-5.365,1.0,0.173,0.0749,0.0,0.239,0.434,136.044,4.0,,MCA Nashville,"C © 2014 MCA Nashville, a Division of UMG Recordings, Inc., P ℗ 2014 MCA Nashville, a Division of UMG Recordings, Inc.",2
5306,spotify:track:0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,"spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:0TnOYISbd1XYRBk9myaseg","Jennifer Lopez, Pitbull",spotify:album:543NK5YT3RjGmP7nFzWJPm,On The Floor,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,2011-01-01,https://i.scdn.co/image/ab67616d0000b2735c7fdd07d99c156401073aaa,1,1,230906,https://p.scdn.co/mp3-preview/21a3faab531df2173b21057ec78826822012be84?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,USUM71100721,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,urban contemporary,dance pop,miami hip hop,pop",0.758,0.686,11.0,-6.346,1.0,0.0792,0.0848,0.00127,0.142,0.444,130.007,4.0,,Nuyorican Productions / IDJ,"C © 2011 The Island Def Jam Music Group, P ℗ 2011 The Island Def Jam Music Group",1
5314,spotify:track:16QN8cBubEq706vNtPpOME,Love So Soft,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:6GBu7GU6dztLYlZuUHiwA2,Meaning of Life,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,2017-10-27,https://i.scdn.co/image/ab67616d0000b2731b808f1c7fff4f3e81f79523,1,2,172426,https://p.scdn.co/mp3-preview/a52c824160da1344b8d4bf34be06d7242cbf8ba6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,USAT21703569,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,talent show",0.808,0.581,11.0,-5.43,1.0,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,4.0,,Atlantic Records,"C © 2017 Kelly Clarkson under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2017 Kelly Clarkson under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.",1
5322,spotify:track:2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,spotify:artist:3w6zswp5THsSKYLICUbDTZ,Gabrielle Aplin,spotify:album:7kyjDxYcff3MeWKtw0fnLW,English Rain,spotify:artist:3w6zswp5THsSKYLICUbDTZ,Gabrielle Aplin,2013-05-13,https://i.scdn.co/image/ab67616d0000b27391df3331ecc28d6d199255e9,1,3,181400,https://p.scdn.co/mp3-preview/657edb930a53fc94ce18dd11a3bd712502c14cb9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,GBAYE1201982,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"acoustic pop,neo-singer-songwriter,uk pop,viral pop",0.479,0.541,0.0,-9.862,1.0,0.0545,0.737,0.0,0.108,0.321,85.994,4.0,,WM UK,"C © 2013 EMI Records Limited under exclusive licence to Warner Music UK Limited, P ℗ 2013 EMI Records Limited under exclusive licence to Warner Music UK Limited",0
5327,spotify:track:6Ss1QOGzn0iG8hrRRSGrr9,It Just Won't Do - Radio Edit,"spotify:artist:7mEVrXcsq3PjsKT3BXnhp0, spotify:artist:0ZHSfpEoLBzYzQXYEhWSvJ","Tim Deluxe, Sam Obernik",spotify:album:7eJ3wq74Uk6JuNlil9CFEd,It Just Won't Do,spotify:artist:7mEVrXcsq3PjsKT3BXnhp0,Tim Deluxe,2011-11-28,https://i.scdn.co/image/ab67616d0000b27357662b8dbcf7b104478096c9,1,1,198000,https://p.scdn.co/mp3-preview/fa98a2cce356f0a3d8ce2d79f740ab730e8bfe7c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,GBP2Q1000049,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"disco house,vocal house,uk dance",0.678,0.936,5.0,-4.876,0.0,0.0373,0.00166,0.457,0.376,0.877,129.996,4.0,,Get Human,"C Deluxe Records Ltd, P Deluxe Records Ltd",3
5330,spotify:track:4MzXwWMhyBbmu6hOcLVD49,DÁKITI,"spotify:artist:4q3ewBCX7sLwd24euuV69X, spotify:artist:6nVcHLIgY5pE2YCl8ubca1","Bad Bunny, Jhayco",spotify:album:2d9BCZeAAhiZWPpbX9aPCW,EL ÚLTIMO TOUR DEL MUNDO,spotify:artist:4q3ewBCX7sLwd24euuV69X,Bad Bunny,2020-11-27,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,1,11,205090,https://p.scdn.co/mp3-preview/78f5e89d6384301b40fd9e5a659152a33dac6646?cid=9950ac751e34487dbbe027c4fd7f8e99,True,82,QMFME2004132,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"reggaeton,trap latino,urbano latino,reggaeton,trap latino,urbano latino",0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4.0,,Rimas Entertainment LLC,"C (C) 2020 Rimas Entertainment LLC, P (P) 2020 Rimas Entertainment LLC",0
5335,spotify:track:2rgtCOVK2tpfao2VjURn84,Lovers on the Sun (feat. Sam Martin),"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:66AE89GQTx88zLYhXn1wFK","David Guetta, Sam Martin",spotify:album:77UW17CZFyCaRLHdHeofZu,Listen,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,2014-11-21,https://i.scdn.co/image/ab67616d0000b2733862d62a50dc6b928651bdeb,1,4,203520,https://p.scdn.co/mp3-preview/4d78613e3219340ce955aeb4182b4b04a823412e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,GB28K1400016,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"big room,dance pop,edm,pop,pop dance",0.645,0.891,6.0,-2.505,0.0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,4.0,,Parlophone (France),"C © 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company, P ℗ 2014 What A Music Ltd, under exclusive licence to Parlophone/Warner Music France, A Warner Music Group Company",1
5341,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Blurryface,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,2015-05-15,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3,1,2,202333,https://p.scdn.co/mp3-preview/d01bb6b4b9952d95d2609632474cda8e632e044d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,89,USAT21500597,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"modern rock,pop,pov: indie,rock",0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4.0,,Fueled By Ramen,"C © 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company",1
5344,spotify:track:38tpcZDofjtDNunMm5w1EU,If I Could Change Your Mind,spotify:artist:4Ui2kfOqGujY81UcPrb5KE,HAIM,spotify:album:7CzrzGbCwqT8Y43tvIUPBX,Days Are Gone (Deluxe Edition),spotify:artist:4Ui2kfOqGujY81UcPrb5KE,HAIM,2013-01-01,https://i.scdn.co/image/ab67616d0000b2735841140a46549b7e95202b9f,1,4,230453,https://p.scdn.co/mp3-preview/5b9cefa89226328c5070bfdfb3e6d984964c129c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,GBUM71304659,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indietronica,metropopolis",0.671,0.852,2.0,-5.557,0.0,0.0425,0.0184,9.91e-05,0.0841,0.737,125.043,4.0,,Polydor Records,"C © 2013 HAIM Productions Inc., under exclusive licence to Polydor Records, a division of Universal Music Operations Ltd, P ℗ 2013 HAIM Productions Inc., under exclusive licence to Polydor Records, a division of Universal Music Operations Ltd",1
5346,spotify:track:03x2rVJRFUrvwlfxoHd9Mo,Just You and I,spotify:artist:7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,spotify:album:3Qa0qW4ged1J4HGeLXbFsC,What a Time To Be Alive,spotify:artist:7z2avKuuiMAT4XZJFv8Rvh,Tom Walker,2019-03-01,https://i.scdn.co/image/ab67616d0000b27322cf06089dc7304bb41b7217,1,14,174982,https://p.scdn.co/mp3-preview/8fd424f8a54d6ee4a5f9c99325c2241d3dcc360b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,GBARL1801758,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"indie anthem-folk,uk pop",0.567,0.696,9.0,-5.416,1.0,0.301,0.456,0.0,0.113,0.544,92.061,4.0,,Relentless Records,P (P) 2019 Relentless Records under exclusive licence to Sony Music Entertainment UK Limited,1
5348,spotify:track:6iAQHemp1D2VSSPk74Dor3,Trouble,"spotify:artist:5yG7ZAZafVaAlMTeBybKAL, spotify:artist:35GL8Cu2GKTcHzKGi75xl5","Iggy Azalea, Jennifer Hudson",spotify:album:4z4Pgh0fNUQkmGP4K1XxDb,Reclassified,spotify:artist:5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,2014-10-01,https://i.scdn.co/image/ab67616d0000b273addae77268e3b66b310c8296,1,6,166317,https://p.scdn.co/mp3-preview/4c1a8043693a2496bcd0f1f5d75586fda4c082ea?cid=9950ac751e34487dbbe027c4fd7f8e99,True,57,GBUM71405575,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian hip hop,dance pop,pop,dance pop,r&b,urban contemporary",0.96,0.699,7.0,-3.804,1.0,0.132,0.0948,0.0,0.0812,0.673,106.009,4.0,,EMI,"C © 2014 Virgin EMI Records, a division of Universal Music Operations Limited, P ℗ 2014 Virgin EMI Records, a division of Universal Music Operations Limited",1
5349,spotify:track:0939D7aT18uBDS2MTjWzct,Higher Power,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:6wiPmk3powmcz3G7zr6krg,Higher Power,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2021-05-07,https://i.scdn.co/image/ab67616d0000b273b1092c02972b0bfd91703f75,1,1,211294,https://p.scdn.co/mp3-preview/53a3f14e6e624bcd50d057a86dc54d7419216e6e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,75,GBAYE2100379,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"permanent wave,pop",0.507,0.828,10.0,-6.023,1.0,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,4.0,,Parlophone UK,"C Under exclusive licence to Parlophone Records Limited., © 2021 Coldplay, P Under exclusive licence to Parlophone Records Limited, ℗ 2021 Coldplay",2
5355,spotify:track:5jrdCoLpJSvHHorevXBATy,Dark Horse,"spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:5gCRApTajqwbnHHPbr2Fpi","Katy Perry, Juicy J",spotify:album:5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,2013-10-18,https://i.scdn.co/image/ab67616d0000b27347f930accd8ac01686401fa2,1,6,215672,https://p.scdn.co/mp3-preview/7251bb524fb32b7f4feae106ade846f568b7177e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USUM71311296,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,crunk,memphis hip hop,pop rap,rap,southern hip hop,trap",0.645,0.585,6.0,-6.122,1.0,0.0513,0.00314,0.0,0.165,0.353,131.931,4.0,,Capitol Records (CAP),"C © 2013 Capitol Records, LLC, P ℗ 2013 Capitol Records, LLC",2
